p1,p1trace9,true,0.050331
p1,p1trace11,false,0.022166
p1,p1trace10,true,0.015956
p1,p1trace8,true,0.083211
p1,p1trace12,false,0.013602
p1,p1trace13,false,0.011126
p1,p1trace17,true,0.010502
p1,p1trace16,true,0.01014
p1,p1trace14,true,0.013903
p1,p1trace15,true,0.0097378
p1,p1trace18,true,0.0094081
p1,p1trace1,true,0.010966
p1,p1trace6,true,0.01017
p1,p1trace7,false,0.0098501
p1,p1trace5,false,0.011079
p4,p4trace10,false,0.016665
p4,p4trace8,false,0.0073182
p4,p4trace12,false,0.0079574
p4,p4trace17,false,0.0072065
p4,p4trace16,false,0.0090052
p4,p4trace14,false,0.0068758
p4,p4trace15,true,0.0072513
p4,p4trace1,false,0.0070637
p4,p4trace2,false,0.013332
p4,p4trace6,true,0.0070378
p4,p4trace5,true,0.0071482
p4,p4trace4,false,0.0072407
p5,p5trace10,false,0.009412
p5,p5trace8,false,0.010858
p5,p5trace12,false,0.0099275
p5,p5trace17,false,0.0069741
p5,p5trace16,false,0.0088957
p5,p5trace14,false,0.0067871
p5,p5trace15,true,0.0073715
p5,p5trace1,false,0.0067572
p5,p5trace2,false,0.0069692
p5,p5trace6,true,0.0077116
p5,p5trace5,false,0.0068968
p5,p5trace4,false,0.0076826
p11,p11trace3,false,0.0083403
p11,p11trace2,false,0.0086525
p11,p11trace4,false,0.0067547
p15,p15trace3,false,0.1537
p15,p15trace2,false,0.015893
p15,p15trace4,false,0.015885
p17,p17trace3,true,0.025622
p17,p17trace2,true,0.011792
p17,p17trace4,true,0.012208
p19,p19trace3,true,0.015106
p19,p19trace2,true,0.012304
p19,p19trace4,true,0.011454
p21,p21trace2,false,0.013409
p21,p21trace4,false,0.010966
p31,p31trace2,true,0.0096473
p31,p31trace4,true,0.01046
np18,np18trace3,false,0.013194
np18,np18trace2,false,0.0081154
np18,np18trace4,false,0.010961
np19,np19trace3,false,0.010064
np19,np19trace2,false,0.0079612
np19,np19trace4,false,0.0083015
np20,np20trace3,false,0.011019
np20,np20trace2,false,0.0079246
np20,np20trace4,false,0.0089658
np28,np28trace14,false,0.009808
np28,np28trace5,false,0.0074814
np29,np29trace14,false,0.0095414
np29,np29trace5,false,0.0069639
np30,np30trace14,false,0.015214
np30,np30trace5,false,0.0077314
np31,np31trace14,false,0.009503
np31,np31trace5,false,0.0076303
np32,np32trace14,false,0.0096624
np32,np32trace5,false,0.0080205
np35,np35trace9,false,0.0093062
np35,np35trace11,false,0.0072851
np35,np35trace10,false,0.0069539
np35,np35trace8,false,0.0068229
np35,np35trace12,false,0.0088468
np35,np35trace13,false,0.0077303
np35,np35trace17,false,0.0079749
np35,np35trace16,false,0.0077416
np35,np35trace14,false,0.0069061
np35,np35trace15,false,0.0067301
np35,np35trace18,false,0.0078462
np35,np35trace1,false,0.0069724
np35,np35trace6,false,0.006521
np35,np35trace7,false,0.0074566
np35,np35trace5,false,0.0067186
np37,np37trace3,true,0.15375
np37,np37trace2,true,0.015925
np37,np37trace4,true,0.015097
np39,np39trace3,true,0.018043
np39,np39trace2,true,0.017239
np39,np39trace4,true,0.014357
np49,np49trace9,true,0.012358
np49,np49trace11,true,0.011365
np49,np49trace10,true,0.0097136
np49,np49trace8,true,0.01056
np49,np49trace12,true,0.0096234
np49,np49trace13,true,0.010127
np49,np49trace17,true,0.0094372
np49,np49trace16,true,0.0099745
np49,np49trace14,true,0.0089502
np49,np49trace15,true,0.0092895
np49,np49trace18,true,0.0090814
np49,np49trace1,true,0.0091223
np49,np49trace6,true,0.0095064
np49,np49trace7,true,0.0101
np49,np49trace5,true,0.010627
