np41,np41trace4,-,7200.425
np41,np41trace2,-,7200.302
np15,np15trace4,false,0.864
np15,np15trace2,false,0.553
np15,np15trace3,false,0.496
np27,np27trace4,-,7200.202
np27,np27trace2,-,7200.186
np21,np21trace4,true,0.626
np21,np21trace2,true,0.499
np21,np21trace3,true,0.512
p8,p8trace4,false,0.235
p8,p8trace2,false,0.257
p8,p8trace3,false,0.242
np36,np36trace18,false,0.194
np36,np36trace5,false,0.209
np36,np36trace13,false,0.224
np36,np36trace9,false,0.215
np48,np48trace4,false,0.379
np48,np48trace2,false,0.221
np48,np48trace3,false,0.216
np30,np30trace5,true,0.185
np30,np30trace14,true,0.186
np16,np16trace4,false,0.594
np16,np16trace2,false,0.545
np16,np16trace3,false,0.556
np28,np28trace5,true,0.187
np28,np28trace14,true,0.191
p37,p37trace4,-,7200.147
np10,np10trace4,false,1.024
np10,np10trace2,false,1.289
np10,np10trace3,false,0.843
np22,np22trace4,-,7200.176
np22,np22trace2,-,7200.209
p17,p17trace4,true,0.883
p17,p17trace2,true,0.807
p17,p17trace3,true,0.805
p34,p34trace4,-,7200.149
p34,p34trace2,-,7200.144
p5,p5trace15,true,0.493
p5,p5trace4,false,0.337
p5,p5trace1,false,0.236
p5,p5trace12,false,0.248
p5,p5trace2,false,0.284
p5,p5trace5,false,0.236
p5,p5trace8,false,0.264
p5,p5trace6,true,0.275
p5,p5trace10,false,0.264
p5,p5trace14,false,0.262
p5,p5trace17,false,0.246
p5,p5trace16,false,0.236
np37,np37trace4,true,1.064
np37,np37trace2,true,1.018
np37,np37trace3,true,1.075
np49,np49trace15,true,0.265
np49,np49trace18,false,0.24
np49,np49trace1,false,0.254
np49,np49trace12,false,0.232
np49,np49trace5,false,0.237
np49,np49trace8,false,0.248
np49,np49trace6,false,0.249
np49,np49trace10,false,0.247
np49,np49trace14,false,0.244
np49,np49trace11,false,0.235
np49,np49trace17,false,0.269
np49,np49trace13,false,0.237
np49,np49trace9,false,0.239
np49,np49trace7,false,0.241
np49,np49trace16,true,0.24
p31,p31trace4,-,7200.318
p31,p31trace2,-,7200.319
